seq1	seq2	score	gap_open	gap_extend	label
prot-0595	prot-0503	143.0	2	1	Negative
prot-0616	prot-0819	115.0	2	1	Negative
prot-0631	prot-0386	97.0	2	1	Negative
prot-0648	prot-0022	65.0	2	1	Negative
prot-0665	prot-0100	76.0	2	1	Negative
prot-0682	prot-0873	43.0	2	1	Negative
prot-0699	prot-0760	108.0	2	1	Negative
prot-0716	prot-0710	83.0	2	1	Negative
prot-0734	prot-0108	55.0	2	1	Negative
prot-0750	prot-0875	34.0	2	1	Negative
prot-0772	prot-0886	50.0	2	1	Negative
prot-0791	prot-0245	140.0	2	1	Negative
prot-0805	prot-0261	128.0	2	1	Negative
prot-0821	prot-0591	193.0	2	1	Negative
prot-0843	prot-0026	66.0	2	1	Negative
prot-0860	prot-0510	67.0	2	1	Negative
prot-0878	prot-0524	27.0	2	1	Negative
prot-0900	prot-0264	47.0	2	1	Negative
prot-0915	prot-0407	92.0	2	1	Negative
prot-0004	prot-0008	77.0	2	2	Positive
prot-0031	prot-0034	87.0	2	2	Positive
prot-0047	prot-0050	87.0	2	2	Positive
prot-0065	prot-0069	103.0	2	2	Positive
prot-0077	prot-0082	135.0	2	2	Positive
prot-0098	prot-0102	45.0	2	2	Positive
prot-0124	prot-0125	211.0	2	2	Positive
prot-0166	prot-0177	62.0	2	2	Positive
prot-0170	prot-0173	75.0	2	2	Positive
prot-0175	prot-0178	62.0	2	2	Positive
prot-0187	prot-0190	94.0	2	2	Positive
prot-0240	prot-0242	80.0	2	2	Positive
prot-0271	prot-0275	178.0	2	2	Positive
prot-0298	prot-0300	119.0	2	2	Positive
prot-0326	prot-0327	125.0	2	2	Positive
prot-0354	prot-0355	123.0	2	2	Positive
prot-0357	prot-0360	78.0	2	2	Positive
prot-0361	prot-0364	228.0	2	2	Positive
prot-0369	prot-0370	155.0	2	2	Positive
prot-0380	prot-0384	196.0	2	2	Positive
prot-0384	prot-0392	196.0	2	2	Positive
prot-0410	prot-0412	139.0	2	2	Positive
prot-0459	prot-0461	138.0	2	2	Positive
prot-0465	prot-0466	136.0	2	2	Positive
prot-0484	prot-0485	94.0	2	2	Positive
prot-0507	prot-0509	89.0	2	2	Positive
prot-0533	prot-0534	180.0	2	2	Positive
prot-0570	prot-0572	145.0	2	2	Positive
prot-0580	prot-0615	87.0	2	2	Positive
prot-0582	prot-0586	86.0	2	2	Positive
prot-0583	prot-0598	117.0	2	2	Positive
prot-0584	prot-0611	124.0	2	2	Positive
prot-0586	prot-0590	118.0	2	2	Positive
prot-0587	prot-0606	119.0	2	2	Positive
prot-0589	prot-0591	148.0	2	2	Positive
prot-0590	prot-0610	91.0	2	2	Positive
prot-0592	prot-0601	146.0	2	2	Positive
prot-0594	prot-0596	122.0	2	2	Positive
prot-0595	prot-0620	119.0	2	2	Positive
prot-0597	prot-0621	62.0	2	2	Positive
prot-0600	prot-0605	69.0	2	2	Positive
prot-0602	prot-0616	83.0	2	2	Positive
prot-0605	prot-0615	70.0	2	2	Positive
prot-0609	prot-0611	154.0	2	2	Positive
prot-0614	prot-0616	177.0	2	2	Positive
prot-0659	prot-0661	114.0	2	2	Positive
prot-0735	prot-0736	228.0	2	2	Positive
prot-0776	prot-0779	302.0	2	2	Positive
prot-0829	prot-0832	72.0	2	2	Positive
prot-0860	prot-0862	66.0	2	2	Positive
prot-0018	prot-0198	58.0	2	2	Negative
prot-0035	prot-0071	55.0	2	2	Negative
prot-0056	prot-0826	31.0	2	2	Negative
prot-0075	prot-0561	120.0	2	2	Negative
prot-0093	prot-0091	54.0	2	2	Negative
prot-0110	prot-0613	61.0	2	2	Negative
prot-0131	prot-0547	108.0	2	2	Negative
prot-0148	prot-0369	32.0	2	2	Negative
prot-0166	prot-0839	49.0	2	2	Negative
prot-0186	prot-0014	31.0	2	2	Negative
prot-0206	prot-0313	116.0	2	2	Negative
prot-0228	prot-0121	37.0	2	2	Negative
prot-0244	prot-0817	64.0	2	2	Negative
prot-0262	prot-0540	130.0	2	2	Negative
prot-0286	prot-0641	89.0	2	2	Negative
prot-0305	prot-0785	84.0	2	2	Negative
prot-0326	prot-0712	55.0	2	2	Negative
prot-0346	prot-0063	52.0	2	2	Negative
prot-0363	prot-0345	30.0	2	2	Negative
prot-0380	prot-0553	139.0	2	2	Negative
prot-0397	prot-0470	129.0	2	2	Negative
prot-0414	prot-0903	62.0	2	2	Negative
prot-0431	prot-0093	47.0	2	2	Negative
prot-0446	prot-0424	132.0	2	2	Negative
prot-0469	prot-0609	126.0	2	2	Negative
prot-0486	prot-0314	50.0	2	2	Negative
prot-0503	prot-0454	80.0	2	2	Negative
prot-0520	prot-0088	102.0	2	2	Negative
prot-0536	prot-0452	154.0	2	2	Negative
prot-0552	prot-0460	78.0	2	2	Negative
prot-0571	prot-0711	181.0	2	2	Negative
prot-0595	prot-0503	98.0	2	2	Negative
prot-0616	prot-0819	76.0	2	2	Negative
prot-0631	prot-0386	77.0	2	2	Negative
prot-0648	prot-0022	52.0	2	2	Negative
prot-0665	prot-0100	65.0	2	2	Negative
prot-0682	prot-0873	35.0	2	2	Negative
prot-0699	prot-0760	85.0	2	2	Negative
prot-0716	prot-0710	58.0	2	2	Negative
prot-0734	prot-0108	48.0	2	2	Negative
prot-0750	prot-0875	21.0	2	2	Negative
prot-0772	prot-0886	33.0	2	2	Negative
prot-0791	prot-0245	103.0	2	2	Negative
prot-0805	prot-0261	96.0	2	2	Negative
prot-0821	prot-0591	126.0	2	2	Negative
prot-0843	prot-0026	49.0	2	2	Negative
prot-0860	prot-0510	46.0	2	2	Negative
prot-0878	prot-0524	22.0	2	2	Negative
prot-0900	prot-0264	42.0	2	2	Negative
prot-0915	prot-0407	69.0	2	2	Negative
prot-0004	prot-0008	64.0	2	3	Positive
prot-0031	prot-0034	78.0	2	3	Positive
prot-0047	prot-0050	70.0	2	3	Positive
prot-0065	prot-0069	91.0	2	3	Positive
prot-0077	prot-0082	125.0	2	3	Positive
prot-0098	prot-0102	43.0	2	3	Positive
prot-0124	prot-0125	169.0	2	3	Positive
prot-0166	prot-0177	50.0	2	3	Positive
prot-0170	prot-0173	60.0	2	3	Positive
prot-0175	prot-0178	57.0	2	3	Positive
prot-0187	prot-0190	82.0	2	3	Positive
prot-0240	prot-0242	66.0	2	3	Positive
prot-0271	prot-0275	154.0	2	3	Positive
prot-0298	prot-0300	108.0	2	3	Positive
prot-0326	prot-0327	113.0	2	3	Positive
prot-0354	prot-0355	95.0	2	3	Positive
prot-0357	prot-0360	64.0	2	3	Positive
prot-0361	prot-0364	175.0	2	3	Positive
prot-0369	prot-0370	120.0	2	3	Positive
prot-0380	prot-0384	158.0	2	3	Positive
prot-0384	prot-0392	148.0	2	3	Positive
prot-0410	prot-0412	108.0	2	3	Positive
prot-0459	prot-0461	110.0	2	3	Positive
prot-0465	prot-0466	112.0	2	3	Positive
prot-0484	prot-0485	81.0	2	3	Positive
prot-0507	prot-0509	74.0	2	3	Positive
prot-0533	prot-0534	144.0	2	3	Positive
prot-0570	prot-0572	132.0	2	3	Positive
prot-0580	prot-0615	69.0	2	3	Positive
prot-0582	prot-0586	69.0	2	3	Positive
prot-0583	prot-0598	98.0	2	3	Positive
prot-0584	prot-0611	95.0	2	3	Positive
prot-0586	prot-0590	97.0	2	3	Positive
prot-0587	prot-0606	93.0	2	3	Positive
prot-0589	prot-0591	106.0	2	3	Positive
prot-0590	prot-0610	78.0	2	3	Positive
prot-0592	prot-0601	115.0	2	3	Positive
prot-0594	prot-0596	107.0	2	3	Positive
prot-0595	prot-0620	98.0	2	3	Positive
prot-0597	prot-0621	52.0	2	3	Positive
prot-0600	prot-0605	58.0	2	3	Positive
prot-0602	prot-0616	75.0	2	3	Positive
prot-0605	prot-0615	58.0	2	3	Positive
prot-0609	prot-0611	142.0	2	3	Positive
prot-0614	prot-0616	163.0	2	3	Positive
prot-0659	prot-0661	101.0	2	3	Positive
prot-0735	prot-0736	183.0	2	3	Positive
prot-0776	prot-0779	293.0	2	3	Positive
prot-0829	prot-0832	65.0	2	3	Positive
prot-0860	prot-0862	62.0	2	3	Positive
prot-0018	prot-0198	42.0	2	3	Negative
prot-0035	prot-0071	40.0	2	3	Negative
prot-0056	prot-0826	26.0	2	3	Negative
prot-0075	prot-0561	91.0	2	3	Negative
prot-0093	prot-0091	50.0	2	3	Negative
prot-0110	prot-0613	47.0	2	3	Negative
prot-0131	prot-0547	96.0	2	3	Negative
prot-0148	prot-0369	31.0	2	3	Negative
prot-0166	prot-0839	39.0	2	3	Negative
prot-0186	prot-0014	27.0	2	3	Negative
prot-0206	prot-0313	99.0	2	3	Negative
prot-0228	prot-0121	33.0	2	3	Negative
prot-0244	prot-0817	54.0	2	3	Negative
prot-0262	prot-0540	109.0	2	3	Negative
prot-0286	prot-0641	79.0	2	3	Negative
prot-0305	prot-0785	74.0	2	3	Negative
prot-0326	prot-0712	40.0	2	3	Negative
prot-0346	prot-0063	48.0	2	3	Negative
prot-0363	prot-0345	28.0	2	3	Negative
prot-0380	prot-0553	105.0	2	3	Negative
prot-0397	prot-0470	99.0	2	3	Negative
prot-0414	prot-0903	53.0	2	3	Negative
prot-0431	prot-0093	42.0	2	3	Negative
prot-0446	prot-0424	100.0	2	3	Negative
prot-0469	prot-0609	99.0	2	3	Negative
prot-0486	prot-0314	42.0	2	3	Negative
prot-0503	prot-0454	58.0	2	3	Negative
prot-0520	prot-0088	80.0	2	3	Negative
prot-0536	prot-0452	127.0	2	3	Negative
prot-0552	prot-0460	69.0	2	3	Negative
prot-0571	prot-0711	146.0	2	3	Negative
prot-0595	prot-0503	74.0	2	3	Negative
prot-0616	prot-0819	65.0	2	3	Negative
prot-0631	prot-0386	66.0	2	3	Negative
prot-0648	prot-0022	46.0	2	3	Negative
prot-0665	prot-0100	61.0	2	3	Negative
prot-0682	prot-0873	30.0	2	3	Negative
prot-0699	prot-0760	71.0	2	3	Negative
prot-0716	prot-0710	46.0	2	3	Negative
prot-0734	prot-0108	44.0	2	3	Negative
prot-0750	prot-0875	19.0	2	3	Negative
prot-0772	prot-0886	30.0	2	3	Negative
prot-0791	prot-0245	99.0	2	3	Negative
prot-0805	prot-0261	81.0	2	3	Negative
prot-0821	prot-0591	101.0	2	3	Negative
prot-0843	prot-0026	41.0	2	3	Negative
prot-0860	prot-0510	33.0	2	3	Negative
prot-0878	prot-0524	20.0	2	3	Negative
prot-0900	prot-0264	39.0	2	3	Negative
prot-0915	prot-0407	61.0	2	3	Negative
prot-0004	prot-0008	57.0	2	4	Positive
prot-0031	prot-0034	70.0	2	4	Positive
prot-0047	prot-0050	64.0	2	4	Positive
prot-0065	prot-0069	80.0	2	4	Positive
prot-0077	prot-0082	119.0	2	4	Positive
prot-0098	prot-0102	41.0	2	4	Positive
prot-0124	prot-0125	140.0	2	4	Positive
prot-0166	prot-0177	46.0	2	4	Positive
prot-0170	prot-0173	49.0	2	4	Positive
prot-0175	prot-0178	54.0	2	4	Positive
prot-0187	prot-0190	75.0	2	4	Positive
prot-0240	prot-0242	57.0	2	4	Positive
prot-0271	prot-0275	136.0	2	4	Positive
prot-0298	prot-0300	100.0	2	4	Positive
prot-0326	prot-0327	102.0	2	4	Positive
prot-0354	prot-0355	76.0	2	4	Positive
prot-0357	prot-0360	62.0	2	4	Positive
prot-0361	prot-0364	149.0	2	4	Positive
prot-0369	prot-0370	112.0	2	4	Positive
prot-0380	prot-0384	131.0	2	4	Positive
prot-0384	prot-0392	122.0	2	4	Positive
prot-0410	prot-0412	92.0	2	4	Positive
prot-0459	prot-0461	86.0	2	4	Positive
prot-0465	prot-0466	96.0	2	4	Positive
prot-0484	prot-0485	72.0	2	4	Positive
prot-0507	prot-0509	64.0	2	4	Positive
prot-0533	prot-0534	129.0	2	4	Positive
prot-0570	prot-0572	124.0	2	4	Positive
prot-0580	prot-0615	61.0	2	4	Positive
prot-0582	prot-0586	60.0	2	4	Positive
prot-0583	prot-0598	91.0	2	4	Positive
prot-0584	prot-0611	80.0	2	4	Positive
prot-0586	prot-0590	87.0	2	4	Positive
prot-0587	prot-0606	86.0	2	4	Positive
prot-0589	prot-0591	81.0	2	4	Positive
prot-0590	prot-0610	70.0	2	4	Positive
prot-0592	prot-0601	102.0	2	4	Positive
prot-0594	prot-0596	97.0	2	4	Positive
prot-0595	prot-0620	80.0	2	4	Positive
prot-0597	prot-0621	49.0	2	4	Positive
prot-0600	prot-0605	48.0	2	4	Positive
prot-0602	prot-0616	68.0	2	4	Positive
prot-0605	prot-0615	55.0	2	4	Positive
prot-0609	prot-0611	134.0	2	4	Positive
prot-0614	prot-0616	152.0	2	4	Positive
prot-0659	prot-0661	89.0	2	4	Positive
prot-0735	prot-0736	158.0	2	4	Positive
prot-0776	prot-0779	285.0	2	4	Positive
prot-0829	prot-0832	59.0	2	4	Positive
prot-0860	prot-0862	58.0	2	4	Positive
prot-0018	prot-0198	36.0	2	4	Negative
prot-0035	prot-0071	36.0	2	4	Negative
prot-0056	prot-0826	24.0	2	4	Negative
prot-0075	prot-0561	76.0	2	4	Negative
prot-0093	prot-0091	49.0	2	4	Negative
prot-0110	prot-0613	42.0	2	4	Negative
prot-0131	prot-0547	90.0	2	4	Negative
prot-0148	prot-0369	30.0	2	4	Negative
prot-0166	prot-0839	34.0	2	4	Negative
prot-0186	prot-0014	25.0	2	4	Negative
prot-0206	prot-0313	90.0	2	4	Negative
prot-0228	prot-0121	30.0	2	4	Negative
prot-0244	prot-0817	49.0	2	4	Negative
prot-0262	prot-0540	95.0	2	4	Negative
prot-0286	prot-0641	70.0	2	4	Negative
prot-0305	prot-0785	70.0	2	4	Negative
prot-0326	prot-0712	40.0	2	4	Negative
prot-0346	prot-0063	45.0	2	4	Negative
prot-0363	prot-0345	27.0	2	4	Negative
prot-0380	prot-0553	89.0	2	4	Negative
prot-0397	prot-0470	84.0	2	4	Negative
prot-0414	prot-0903	47.0	2	4	Negative
prot-0431	prot-0093	41.0	2	4	Negative
prot-0446	prot-0424	83.0	2	4	Negative
prot-0469	prot-0609	83.0	2	4	Negative
prot-0486	prot-0314	37.0	2	4	Negative
prot-0503	prot-0454	52.0	2	4	Negative
prot-0520	prot-0088	72.0	2	4	Negative
prot-0536	prot-0452	106.0	2	4	Negative
prot-0552	prot-0460	63.0	2	4	Negative
prot-0571	prot-0711	125.0	2	4	Negative
prot-0595	prot-0503	69.0	2	4	Negative
prot-0616	prot-0819	59.0	2	4	Negative
prot-0631	prot-0386	61.0	2	4	Negative
prot-0648	prot-0022	43.0	2	4	Negative
prot-0665	prot-0100	60.0	2	4	Negative
prot-0682	prot-0873	28.0	2	4	Negative
prot-0699	prot-0760	60.0	2	4	Negative
prot-0716	prot-0710	41.0	2	4	Negative
prot-0734	prot-0108	42.0	2	4	Negative
prot-0750	prot-0875	19.0	2	4	Negative
prot-0772	prot-0886	30.0	2	4	Negative
prot-0791	prot-0245	96.0	2	4	Negative
prot-0805	prot-0261	73.0	2	4	Negative
prot-0821	prot-0591	83.0	2	4	Negative
prot-0843	prot-0026	36.0	2	4	Negative
prot-0860	prot-0510	31.0	2	4	Negative
prot-0878	prot-0524	20.0	2	4	Negative
prot-0900	prot-0264	36.0	2	4	Negative
prot-0915	prot-0407	58.0	2	4	Negative
prot-0004	prot-0008	52.0	2	5	Positive
prot-0031	prot-0034	65.0	2	5	Positive
prot-0047	prot-0050	62.0	2	5	Positive
prot-0065	prot-0069	76.0	2	5	Positive
prot-0077	prot-0082	114.0	2	5	Positive
prot-0098	prot-0102	39.0	2	5	Positive
prot-0124	prot-0125	119.0	2	5	Positive
prot-0166	prot-0177	43.0	2	5	Positive
prot-0170	prot-0173	49.0	2	5	Positive
prot-0175	prot-0178	53.0	2	5	Positive
prot-0187	prot-0190	73.0	2	5	Positive
prot-0240	prot-0242	56.0	2	5	Positive
prot-0271	prot-0275	127.0	2	5	Positive
prot-0298	prot-0300	95.0	2	5	Positive
prot-0326	prot-0327	91.0	2	5	Positive
prot-0354	prot-0355	64.0	2	5	Positive
prot-0357	prot-0360	60.0	2	5	Positive
prot-0361	prot-0364	140.0	2	5	Positive
prot-0369	prot-0370	107.0	2	5	Positive
prot-0380	prot-0384	119.0	2	5	Positive
prot-0384	prot-0392	102.0	2	5	Positive
prot-0410	prot-0412	83.0	2	5	Positive
prot-0459	prot-0461	78.0	2	5	Positive
prot-0465	prot-0466	81.0	2	5	Positive
prot-0484	prot-0485	65.0	2	5	Positive
prot-0507	prot-0509	58.0	2	5	Positive
prot-0533	prot-0534	118.0	2	5	Positive
prot-0570	prot-0572	121.0	2	5	Positive
prot-0580	prot-0615	56.0	2	5	Positive
prot-0582	prot-0586	57.0	2	5	Positive
prot-0583	prot-0598	86.0	2	5	Positive
prot-0584	prot-0611	70.0	2	5	Positive
prot-0586	prot-0590	83.0	2	5	Positive
prot-0587	prot-0606	80.0	2	5	Positive
prot-0589	prot-0591	78.0	2	5	Positive
prot-0590	prot-0610	67.0	2	5	Positive
prot-0592	prot-0601	94.0	2	5	Positive
prot-0594	prot-0596	93.0	2	5	Positive
prot-0595	prot-0620	69.0	2	5	Positive
prot-0597	prot-0621	47.0	2	5	Positive
prot-0600	prot-0605	45.0	2	5	Positive
prot-0602	prot-0616	61.0	2	5	Positive
prot-0605	prot-0615	54.0	2	5	Positive
prot-0609	prot-0611	129.0	2	5	Positive
prot-0614	prot-0616	141.0	2	5	Positive
prot-0659	prot-0661	79.0	2	5	Positive
prot-0735	prot-0736	139.0	2	5	Positive
prot-0776	prot-0779	279.0	2	5	Positive
prot-0829	prot-0832	53.0	2	5	Positive
prot-0860	prot-0862	54.0	2	5	Positive
prot-0018	prot-0198	36.0	2	5	Negative
prot-0035	prot-0071	35.0	2	5	Negative
prot-0056	prot-0826	22.0	2	5	Negative
prot-0075	prot-0561	64.0	2	5	Negative
prot-0093	prot-0091	48.0	2	5	Negative
prot-0110	prot-0613	42.0	2	5	Negative
prot-0131	prot-0547	86.0	2	5	Negative
prot-0148	prot-0369	29.0	2	5	Negative
prot-0166	prot-0839	33.0	2	5	Negative
prot-0186	prot-0014	24.0	2	5	Negative
prot-0206	prot-0313	83.0	2	5	Negative
prot-0228	prot-0121	27.0	2	5	Negative
prot-0244	prot-0817	45.0	2	5	Negative
prot-0262	prot-0540	88.0	2	5	Negative
prot-0286	prot-0641	64.0	2	5	Negative
prot-0305	prot-0785	68.0	2	5	Negative
prot-0326	prot-0712	40.0	2	5	Negative
prot-0346	prot-0063	43.0	2	5	Negative
prot-0363	prot-0345	27.0	2	5	Negative
prot-0380	prot-0553	83.0	2	5	Negative
prot-0397	prot-0470	77.0	2	5	Negative
prot-0414	prot-0903	44.0	2	5	Negative
prot-0431	prot-0093	40.0	2	5	Negative
prot-0446	prot-0424	81.0	2	5	Negative
prot-0469	prot-0609	74.0	2	5	Negative
prot-0486	prot-0314	34.0	2	5	Negative
prot-0503	prot-0454	50.0	2	5	Negative
prot-0520	prot-0088	67.0	2	5	Negative
prot-0536	prot-0452	88.0	2	5	Negative
prot-0552	prot-0460	61.0	2	5	Negative
prot-0571	prot-0711	120.0	2	5	Negative
prot-0595	prot-0503	67.0	2	5	Negative
prot-0616	prot-0819	56.0	2	5	Negative
prot-0631	prot-0386	60.0	2	5	Negative
prot-0648	prot-0022	41.0	2	5	Negative
prot-0665	prot-0100	59.0	2	5	Negative
prot-0682	prot-0873	27.0	2	5	Negative
prot-0699	prot-0760	51.0	2	5	Negative
prot-0716	prot-0710	40.0	2	5	Negative
prot-0734	prot-0108	40.0	2	5	Negative
prot-0750	prot-0875	19.0	2	5	Negative
prot-0772	prot-0886	30.0	2	5	Negative
prot-0791	prot-0245	93.0	2	5	Negative
prot-0805	prot-0261	66.0	2	5	Negative
prot-0821	prot-0591	76.0	2	5	Negative
prot-0843	prot-0026	35.0	2	5	Negative
prot-0860	prot-0510	31.0	2	5	Negative
prot-0878	prot-0524	20.0	2	5	Negative
prot-0900	prot-0264	33.0	2	5	Negative
prot-0915	prot-0407	55.0	2	5	Negative
prot-0004	prot-0008	82.0	3	1	Positive
prot-0031	prot-0034	86.0	3	1	Positive
prot-0047	prot-0050	91.0	3	1	Positive
prot-0065	prot-0069	100.0	3	1	Positive
prot-0077	prot-0082	135.0	3	1	Positive
prot-0098	prot-0102	40.0	3	1	Positive
prot-0124	prot-0125	213.0	3	1	Positive
prot-0166	prot-0177	58.0	3	1	Positive
prot-0170	prot-0173	73.0	3	1	Positive
prot-0175	prot-0178	62.0	3	1	Positive
prot-0187	prot-0190	92.0	3	1	Positive
prot-0240	prot-0242	83.0	3	1	Positive
prot-0271	prot-0275	171.0	3	1	Positive
prot-0298	prot-0300	106.0	3	1	Positive
prot-0326	prot-0327	128.0	3	1	Positive
prot-0354	prot-0355	118.0	3	1	Positive
prot-0357	prot-0360	76.0	3	1	Positive
prot-0361	prot-0364	238.0	3	1	Positive
prot-0369	prot-0370	157.0	3	1	Positive
prot-0380	prot-0384	206.0	3	1	Positive
prot-0384	prot-0392	205.0	3	1	Positive
prot-0410	prot-0412	136.0	3	1	Positive
prot-0459	prot-0461	140.0	3	1	Positive
prot-0465	prot-0466	156.0	3	1	Positive
prot-0484	prot-0485	101.0	3	1	Positive
prot-0507	prot-0509	101.0	3	1	Positive
prot-0533	prot-0534	211.0	3	1	Positive
prot-0570	prot-0572	135.0	3	1	Positive
prot-0580	prot-0615	94.0	3	1	Positive
prot-0582	prot-0586	92.0	3	1	Positive
prot-0583	prot-0598	128.0	3	1	Positive
prot-0584	prot-0611	124.0	3	1	Positive
prot-0586	prot-0590	131.0	3	1	Positive
prot-0587	prot-0606	128.0	3	1	Positive
prot-0589	prot-0591	169.0	3	1	Positive
prot-0590	prot-0610	94.0	3	1	Positive
prot-0592	prot-0601	163.0	3	1	Positive
prot-0594	prot-0596	127.0	3	1	Positive
prot-0595	prot-0620	116.0	3	1	Positive
prot-0597	prot-0621	74.0	3	1	Positive
prot-0600	prot-0605	68.0	3	1	Positive
prot-0602	prot-0616	85.0	3	1	Positive
prot-0605	prot-0615	80.0	3	1	Positive
prot-0609	prot-0611	165.0	3	1	Positive
prot-0614	prot-0616	176.0	3	1	Positive
prot-0659	prot-0661	99.0	3	1	Positive
prot-0735	prot-0736	224.0	3	1	Positive
prot-0776	prot-0779	299.0	3	1	Positive
prot-0829	prot-0832	76.0	3	1	Positive
prot-0860	prot-0862	65.0	3	1	Positive
prot-0018	prot-0198	53.0	3	1	Negative
prot-0035	prot-0071	56.0	3	1	Negative
prot-0056	prot-0826	30.0	3	1	Negative
prot-0075	prot-0561	120.0	3	1	Negative
prot-0093	prot-0091	52.0	3	1	Negative
prot-0110	prot-0613	60.0	3	1	Negative
prot-0131	prot-0547	111.0	3	1	Negative
prot-0148	prot-0369	29.0	3	1	Negative
prot-0166	prot-0839	54.0	3	1	Negative
prot-0186	prot-0014	30.0	3	1	Negative
prot-0206	prot-0313	121.0	3	1	Negative
prot-0228	prot-0121	33.0	3	1	Negative
prot-0244	prot-0817	64.0	3	1	Negative
prot-0262	prot-0540	128.0	3	1	Negative
prot-0286	prot-0641	93.0	3	1	Negative
prot-0305	prot-0785	83.0	3	1	Negative
prot-0326	prot-0712	51.0	3	1	Negative
prot-0346	prot-0063	49.0	3	1	Negative
prot-0363	prot-0345	33.0	3	1	Negative
prot-0380	prot-0553	153.0	3	1	Negative
prot-0397	prot-0470	137.0	3	1	Negative
prot-0414	prot-0903	61.0	3	1	Negative
prot-0431	prot-0093	47.0	3	1	Negative
prot-0446	prot-0424	139.0	3	1	Negative
prot-0469	prot-0609	125.0	3	1	Negative
prot-0486	prot-0314	46.0	3	1	Negative
prot-0503	prot-0454	93.0	3	1	Negative
prot-0520	prot-0088	103.0	3	1	Negative
prot-0536	prot-0452	157.0	3	1	Negative
prot-0552	prot-0460	73.0	3	1	Negative
prot-0571	prot-0711	197.0	3	1	Negative
prot-0595	prot-0503	109.0	3	1	Negative
prot-0616	prot-0819	75.0	3	1	Negative
prot-0631	prot-0386	76.0	3	1	Negative
prot-0648	prot-0022	47.0	3	1	Negative
prot-0665	prot-0100	61.0	3	1	Negative
prot-0682	prot-0873	37.0	3	1	Negative
prot-0699	prot-0760	73.0	3	1	Negative
prot-0716	prot-0710	59.0	3	1	Negative
prot-0734	prot-0108	42.0	3	1	Negative
prot-0750	prot-0875	25.0	3	1	Negative
prot-0772	prot-0886	39.0	3	1	Negative
prot-0791	prot-0245	110.0	3	1	Negative
prot-0805	prot-0261	97.0	3	1	Negative
prot-0821	prot-0591	137.0	3	1	Negative
prot-0843	prot-0026	54.0	3	1	Negative
prot-0860	prot-0510	45.0	3	1	Negative
prot-0878	prot-0524	22.0	3	1	Negative
prot-0900	prot-0264	42.0	3	1	Negative
prot-0915	prot-0407	72.0	3	1	Negative
prot-0004	prot-0008	58.0	3	2	Positive
prot-0031	prot-0034	71.0	3	2	Positive
prot-0047	prot-0050	65.0	3	2	Positive
prot-0065	prot-0069	88.0	3	2	Positive
prot-0077	prot-0082	112.0	3	2	Positive
prot-0098	prot-0102	37.0	3	2	Positive
prot-0124	prot-0125	132.0	3	2	Positive
prot-0166	prot-0177	44.0	3	2	Positive
prot-0170	prot-0173	53.0	3	2	Positive
prot-0175	prot-0178	52.0	3	2	Positive
prot-0187	prot-0190	77.0	3	2	Positive
prot-0240	prot-0242	64.0	3	2	Positive
prot-0271	prot-0275	136.0	3	2	Positive
prot-0298	prot-0300	91.0	3	2	Positive
prot-0326	prot-0327	117.0	3	2	Positive
prot-0354	prot-0355	81.0	3	2	Positive
prot-0357	prot-0360	55.0	3	2	Positive
prot-0361	prot-0364	146.0	3	2	Positive
prot-0369	prot-0370	101.0	3	2	Positive
prot-0380	prot-0384	130.0	3	2	Positive
prot-0384	prot-0392	130.0	3	2	Positive
prot-0410	prot-0412	98.0	3	2	Positive
prot-0459	prot-0461	100.0	3	2	Positive
prot-0465	prot-0466	107.0	3	2	Positive
prot-0484	prot-0485	87.0	3	2	Positive
prot-0507	prot-0509	63.0	3	2	Positive
prot-0533	prot-0534	128.0	3	2	Positive
prot-0570	prot-0572	115.0	3	2	Positive
prot-0580	prot-0615	61.0	3	2	Positive
prot-0582	prot-0586	62.0	3	2	Positive
prot-0583	prot-0598	93.0	3	2	Positive
prot-0584	prot-0611	82.0	3	2	Positive
prot-0586	prot-0590	83.0	3	2	Positive
prot-0587	prot-0606	82.0	3	2	Positive
prot-0589	prot-0591	106.0	3	2	Positive
prot-0590	prot-0610	70.0	3	2	Positive
prot-0592	prot-0601	97.0	3	2	Positive
prot-0594	prot-0596	94.0	3	2	Positive
prot-0595	prot-0620	85.0	3	2	Positive
prot-0597	prot-0621	44.0	3	2	Positive
prot-0600	prot-0605	52.0	3	2	Positive
prot-0602	prot-0616	58.0	3	2	Positive
prot-0605	prot-0615	49.0	3	2	Positive
prot-0609	prot-0611	126.0	3	2	Positive
prot-0614	prot-0616	159.0	3	2	Positive
prot-0659	prot-0661	84.0	3	2	Positive
prot-0735	prot-0736	158.0	3	2	Positive
prot-0776	prot-0779	291.0	3	2	Positive
prot-0829	prot-0832	68.0	3	2	Positive
prot-0860	prot-0862	60.0	3	2	Positive
prot-0018	prot-0198	41.0	3	2	Negative
prot-0035	prot-0071	41.0	3	2	Negative
prot-0056	prot-0826	24.0	3	2	Negative
prot-0075	prot-0561	79.0	3	2	Negative
prot-0093	prot-0091	47.0	3	2	Negative
prot-0110	prot-0613	42.0	3	2	Negative
prot-0131	prot-0547	81.0	3	2	Negative
prot-0148	prot-0369	28.0	3	2	Negative
prot-0166	prot-0839	33.0	3	2	Negative
prot-0186	prot-0014	25.0	3	2	Negative
prot-0206	prot-0313	88.0	3	2	Negative
prot-0228	prot-0121	29.0	3	2	Negative
prot-0244	prot-0817	44.0	3	2	Negative
